order_id,order_date,customer_id,customer_name,segment,region,city,category,sub_category,product_name,ship_mode,quantity,discount,sales,profit
ORD-2110,2022-05-25,CUST-493,Nicholas Ellison,Consumer,West,West Jessicafurt,Electronics,Tablets,Tablets Model-49,Standard,19,0.3,1424.4,107.24
ORD-2111,2023-02-04,CUST-324,Jessica Fox,Consumer,North,Johnsonport,Office Supplies,Envelopes,Envelopes Model-50,Express,16,0.3,1355.5,804.81
ORD-2112,2022-10-02,CUST-453,Crystal Smith,Consumer,East,Lake Michael,Furniture,Chairs,Chairs Model-43,Same Day,13,0.0,3609.0,900.66
ORD-2113,2022-09-08,CUST-384,,Home Office,Central,Katiebury,Office Supplies,Binders,Binders Model-34,Express,16,0.5,3791.11,1237.43
ORD-2114,2022-01-02,CUST-475,Justin Fox,Corporate,West,South Timothy,Clothing,Shoes,Shoes Model-17,Same Day,19,0.1,2410.29,130.96
ORD-2115,2023-01-25,CUST-225,Audrey Mcfarland,Corporate,North,Richardsonbury,Office Supplies,Paper,Paper Model-22,Same Day,16,0.1,2364.55,151.42
ORD-2116,2022-04-16,CUST-310,Dr. Sheri Brooks MD,Consumer,South,New Kevinville,Electronics,Phones,Phones Model-30,Economy,18,0.0,2830.14,15.09
ORD-2117,2022-08-08,CUST-231,Amy Thomas,Consumer,Central,East Nicholaschester,Furniture,Tables,Tables Model-27,Standard,9,0.5,1100.17,-77.23
ORD-2118,2022-04-06,CUST-374,Cassandra Nichols,Home Office,South,Ericbury,Furniture,Chairs,Chairs Model-3,Economy,9,0.5,4029.02,1519.53
ORD-2119,2023-02-26,CUST-357,Suzanne Howard,Home Office,South,Kellyfort,Clothing,Pants,Pants Model-37,Same Day,1,0.3,4438.47,-69.78
ORD-2120,2022-04-10,CUST-441,David Terry,Corporate,South,Genefurt,Furniture,Chairs,Chairs Model-12,Express,8,0.0,4903.72,1014.92
ORD-2121,2023-04-17,CUST-416,Robert Nguyen,Consumer,North,Walshberg,Furniture,Shelves,Shelves Model-8,Express,12,0.2,315.76,733.77
ORD-2122,2023-01-23,CUST-372,Jennifer Johnson,Consumer,West,Port Ralph,Furniture,Desks,Desks Model-7,Standard,6,0.1,48.04,561.43
ORD-2123,2024-01-01,CUST-446,Kevin Woods,Home Office,Central,Lunafort,Furniture,Shelves,Shelves Model-38,Same Day,15,0.1,2606.11,976.49
ORD-2124,2023-03-12,CUST-327,John Burns,Corporate,East,East Jordanland,Furniture,Desks,Desks Model-17,Express,1,0.1,868.95,1624.39
ORD-2125,2023-12-13,CUST-477,Joseph Thompson,Home Office,Central,Kingberg,Electronics,Phones,Phones Model-8,Economy,13,0.5,642.63,-176.28
ORD-2126,2022-05-10,CUST-539,Adam Mendoza,Home Office,Central,Michaelfurt,Furniture,Tables,Tables Model-5,Express,18,0.5,1210.01,-183.26
ORD-2127,2023-07-17,CUST-318,Erica Howell,Corporate,South,Amberhaven,Office Supplies,Binders,Binders Model-9,Express,3,0.5,689.54,110.11
ORD-2128,2023-04-17,CUST-533,Robert Black,Corporate,North,Spencerbury,Electronics,Tablets,Tablets Model-3,Standard,1,0.0,831.53,335.52
ORD-2129,2022-03-26,CUST-512,,Consumer,West,South Marissa,Furniture,Chairs,Chairs Model-35,Same Day,2,0.5,3442.9,805.79
ORD-2130,2023-06-01,CUST-233,Johnny Powell,Consumer,North,Webbstad,Clothing,Shirts,Shirts Model-35,Express,20,0.5,3231.58,1430.82
ORD-2131,2022-06-29,CUST-418,James Goodwin,Consumer,East,Lake Brendaburgh,Electronics,Laptops,Laptops Model-25,Economy,2,0.5,,364.65
ORD-2132,2022-09-09,CUST-145,Jeremy Lewis,Corporate,Central,North Stephen,Electronics,Tablets,Tablets Model-18,Express,13,0.3,1895.7,1164.34
ORD-2133,2022-11-26,CUST-258,Jeffrey Moon,Consumer,Central,Taylorchester,Office Supplies,Pens,Pens Model-25,Standard,18,0.0,1854.14,-187.3
ORD-2134,2023-09-25,CUST-495,Anthony Clark,Home Office,Central,Jesseland,Clothing,Accessories,Accessories Model-12,Express,3,0.0,1781.83,1997.1
ORD-2135,2023-06-26,CUST-370,Michael Dalton,Home Office,North,New Martha,Clothing,Shoes,Shoes Model-17,Same Day,6,0.5,630.08,978.32
ORD-2136,2022-07-12,CUST-237,Melissa Shepard,Consumer,South,Lake Karenberg,Furniture,Desks,Desks Model-44,Standard,5,0.3,2646.32,-152.42
ORD-2137,2022-11-01,CUST-314,Alexandra Walter,Home Office,South,Morganbury,Office Supplies,Envelopes,Envelopes Model-24,Economy,7,0.0,801.38,258.25
ORD-2138,2022-10-26,CUST-180,Nancy Shah,Corporate,East,Belltown,Electronics,Accessories,Accessories Model-49,Same Day,2,0.1,4727.81,1152.75
ORD-2139,2022-10-28,CUST-473,Nancy Shaw,Consumer,North,New Devonchester,Office Supplies,Pens,Pens Model-31,Economy,10,0.3,966.44,1690.58
ORD-2140,2022-04-22,CUST-356,Jason Juarez,Home Office,South,New Nicholas,Electronics,Laptops,Laptops Model-18,Same Day,5,0.3,1848.18,979.01
ORD-2141,2022-10-24,CUST-536,Kelly Townsend,Corporate,South,Jamesborough,Office Supplies,Paper,Paper Model-14,Express,7,0.2,3437.27,-167.7
ORD-2142,2022-08-16,CUST-146,,Consumer,Central,Coreyton,Electronics,Accessories,Accessories Model-30,Economy,4,0.5,4035.46,1553.68
ORD-2143,2023-05-20,CUST-265,Charles Rios,Consumer,North,Roachmouth,Electronics,Laptops,Laptops Model-27,Standard,3,0.0,1091.74,631.49
ORD-2144,2022-04-08,CUST-308,Rachael Camacho,Home Office,Central,Austinton,Office Supplies,Envelopes,Envelopes Model-1,Standard,6,0.1,2313.95,851.57
ORD-2145,2023-03-01,CUST-405,Teresa Herrera,Home Office,North,West Christinatown,Electronics,Tablets,Tablets Model-16,Economy,11,0.3,568.95,-5.81
ORD-2146,2022-01-04,CUST-300,Kelly Shea,Corporate,Central,South Williammouth,Electronics,Accessories,Accessories Model-23,Express,2,0.0,4412.58,1264.28
ORD-2147,2023-07-07,CUST-371,Leslie Ortiz,Corporate,East,South Amanda,Office Supplies,Paper,Paper Model-2,Express,14,0.1,1468.3,232.1
ORD-2148,2022-09-03,CUST-314,Regina Campos,Consumer,North,Clarkton,Furniture,Chairs,Chairs Model-17,Standard,10,0.1,2261.95,470.94
ORD-2149,2022-12-12,CUST-319,Brian Hodge,Corporate,North,Aliceborough,Office Supplies,Paper,Paper Model-34,Standard,4,0.1,1195.87,1851.86
ORD-2150,2023-06-17,CUST-303,Timothy Bates,Home Office,North,New Arthur,Furniture,Chairs,Chairs Model-49,Standard,13,0.1,4425.84,531.04
ORD-2151,2022-06-29,CUST-274,Larry Lewis DDS,Corporate,North,South Christophershire,Furniture,Chairs,Chairs Model-28,Express,14,0.5,3840.3,284.26
ORD-2152,2023-06-22,CUST-593,Karen Martin,Consumer,North,Paulberg,Furniture,Tables,Tables Model-16,Same Day,18,0.0,4158.64,367.92
ORD-2153,2022-09-01,CUST-381,Colin Johnson,Home Office,Central,Lake Michaelville,Office Supplies,Binders,Binders Model-9,Economy,2,0.1,2389.67,1234.35
ORD-2154,2023-11-15,CUST-109,Kyle Burke,Home Office,North,Edwardshaven,Electronics,Phones,Phones Model-33,Same Day,19,0.5,1859.11,1289.55
ORD-2155,2023-04-09,CUST-184,Michael Schmidt,Corporate,Central,Erikburgh,Furniture,Chairs,Chairs Model-46,Economy,20,0.5,4959.55,1040.67
ORD-2156,2023-06-19,CUST-287,David Gilbert,Home Office,West,South Curtisshire,Clothing,Shirts,Shirts Model-41,Express,5,0.2,1484.78,931.11
ORD-2157,2022-06-29,CUST-529,Kelly Maynard,Consumer,East,New Sandraview,Office Supplies,Pens,Pens Model-50,Express,14,0.3,4453.79,-50.78
ORD-2158,2022-06-08,CUST-491,Robert Hubbard,Corporate,North,South Ivan,Electronics,Accessories,Accessories Model-42,Economy,6,0.1,1995.99,-29.25
ORD-2159,2023-11-18,CUST-432,Brandon Davidson,Consumer,Central,Aguilarchester,Furniture,Shelves,Shelves Model-9,Standard,10,0.0,3316.09,1788.08
ORD-2160,2023-12-13,CUST-115,Jamie Frazier,Home Office,South,Christopherville,Electronics,Laptops,Laptops Model-26,Same Day,18,0.1,2835.68,698.54
ORD-2161,2022-12-19,CUST-524,Amber Snyder,Consumer,North,South Jonathan,Clothing,Accessories,Accessories Model-36,Economy,14,0.0,2040.56,-132.55
ORD-2162,2023-08-09,CUST-161,Kyle Weber,Corporate,South,Hammondfort,Furniture,Shelves,Shelves Model-50,Same Day,13,0.5,1690.89,1824.8
ORD-2163,2022-01-31,CUST-485,Michael Ortiz,Consumer,North,Angelachester,Office Supplies,Paper,Paper Model-1,Economy,20,0.3,4164.32,77.76
ORD-2164,2023-05-31,CUST-198,Stephanie Fisher,Home Office,East,Drewfort,Electronics,Accessories,Accessories Model-2,Standard,3,0.3,1018.27,-113.21
ORD-2165,2022-11-26,CUST-190,Joshua Mcdonald,Home Office,Central,Port Jaimeside,Office Supplies,Paper,Paper Model-13,Economy,14,0.1,281.07,637.92
ORD-2166,2023-05-23,CUST-300,Jeffrey Brown,Consumer,North,West Ashley,Office Supplies,Paper,Paper Model-46,Economy,5,0.3,2208.84,1077.32
ORD-2167,2022-01-20,CUST-546,John Pacheco,Corporate,West,Pughville,Furniture,Shelves,Shelves Model-25,Standard,6,0.5,2781.77,-88.24
ORD-2168,2023-02-11,CUST-234,Robert Smith,Consumer,South,Dannymouth,Office Supplies,Paper,Paper Model-13,Express,15,0.1,4683.51,1251.65
ORD-2169,2022-07-27,CUST-155,Deborah Becker,Corporate,Central,Lake Jessica,Office Supplies,Pens,Pens Model-6,Economy,1,0.1,1730.26,1910.33
ORD-2170,2023-09-10,CUST-212,Phillip Crawford,Corporate,South,Lake Jenny,Electronics,Phones,Phones Model-33,Same Day,5,0.3,825.28,573.61
ORD-2171,2022-08-12,CUST-379,Jennifer Brady,Corporate,East,Robertview,Electronics,Laptops,Laptops Model-17,Standard,6,0.5,2242.97,1750.22
ORD-2172,2023-03-18,CUST-221,Brittany Lambert,Corporate,South,Wendyton,Electronics,Phones,Phones Model-44,Same Day,4,0.3,1384.2,1988.34
ORD-2173,2023-11-15,CUST-138,Thomas Miller,Consumer,South,North Johnmouth,Clothing,Accessories,Accessories Model-41,Standard,16,0.5,2571.82,1804.89
ORD-2174,2022-06-25,CUST-524,Evan Campbell,Corporate,Central,Lake Tyler,Office Supplies,Envelopes,Envelopes Model-29,Express,14,0.1,2866.87,482.32
ORD-2175,2023-02-23,CUST-484,Sarah Gibson,Corporate,North,Davidmouth,Furniture,Shelves,Shelves Model-32,Economy,13,0.0,155.49,226.49
ORD-2176,2023-02-19,CUST-540,Roberto Wilkinson,Consumer,East,South Aaron,Clothing,Pants,Pants Model-49,Standard,13,0.5,2596.2,1557.49
ORD-2177,2022-12-02,CUST-301,Karen Medina,Home Office,East,South Adamfort,Furniture,Shelves,Shelves Model-1,Same Day,18,0.3,3372.68,-101.77
ORD-2178,2023-06-20,CUST-137,Paul Warner,Home Office,South,North Crystal,Furniture,Chairs,Chairs Model-21,Economy,15,0.5,3260.0,1855.25
ORD-2179,2023-03-17,CUST-501,Michael Silva,Home Office,North,Port Christina,Office Supplies,Pens,Pens Model-11,Express,2,0.2,3120.95,946.27
ORD-2180,2023-09-05,CUST-596,Roger Garcia,Corporate,South,Chadbury,Furniture,Desks,Desks Model-20,Same Day,20,0.5,3586.59,276.77
ORD-2181,2023-10-04,CUST-514,Ashley Brown,Consumer,West,Nguyentown,Office Supplies,Envelopes,Envelopes Model-6,Same Day,6,0.1,2733.01,753.14
ORD-2182,2022-01-27,CUST-294,Terri Jackson,Consumer,Central,Gravesfurt,Furniture,Tables,Tables Model-5,Economy,16,0.5,4670.18,739.61
ORD-2183,2022-06-07,CUST-364,Austin Robles,Home Office,South,West Kimberlyview,Clothing,Accessories,Accessories Model-32,Standard,18,0.2,,-2.18
ORD-2184,2022-02-23,CUST-439,,Corporate,West,Moorestad,Furniture,Shelves,Shelves Model-25,Same Day,15,0.5,3480.55,1730.95
ORD-2185,2023-01-19,CUST-368,Brittney Hopkins,Corporate,West,Port Benjaminborough,Furniture,Shelves,Shelves Model-38,Economy,7,0.1,1348.93,119.88
ORD-2186,2023-12-01,CUST-237,Richard Roberts,Corporate,South,Conniebury,Furniture,Tables,Tables Model-13,Standard,11,0.3,2668.19,1024.92
ORD-2187,2023-06-30,CUST-577,John Hernandez,Corporate,South,Johnsonberg,Office Supplies,Pens,Pens Model-22,Economy,6,0.5,3809.88,1361.57
ORD-2188,2023-06-27,CUST-152,,Consumer,Central,New Brian,Furniture,Shelves,Shelves Model-7,Economy,12,0.2,3043.61,1278.81
ORD-2189,2022-01-17,CUST-495,Randy Smith,Home Office,East,Port Alanport,Clothing,Shoes,Shoes Model-17,Express,1,0.1,3053.32,1438.77
ORD-2190,2023-05-08,CUST-201,Kayla Moss,Home Office,East,Carterton,Electronics,Phones,Phones Model-38,Express,9,0.0,2999.02,79.07
ORD-2191,2022-10-28,CUST-267,Jermaine Knight,Consumer,North,New Jonathanville,Electronics,Tablets,Tablets Model-14,Express,12,0.5,2273.85,451.57
ORD-2192,2023-03-13,CUST-108,,Home Office,East,West Michaelfurt,Electronics,Laptops,Laptops Model-10,Standard,10,0.0,2242.16,429.84
ORD-2193,2023-07-29,CUST-167,Alice Robinson,Corporate,North,Joshuaview,Electronics,Accessories,Accessories Model-18,Same Day,5,0.1,310.11,1384.75
ORD-2194,2022-06-16,CUST-385,Sandra Russell,Corporate,West,Sarahton,Office Supplies,Envelopes,Envelopes Model-4,Same Day,19,0.5,4452.02,1850.9
ORD-2195,2022-06-21,CUST-361,Jesse Garcia,Corporate,East,Cynthiaborough,Office Supplies,Binders,Binders Model-35,Same Day,19,0.3,699.71,1324.03
ORD-2196,2023-05-30,CUST-566,Joseph Carpenter DDS,Consumer,North,Davidstad,Office Supplies,Pens,Pens Model-45,Economy,11,0.0,653.2,1903.41
ORD-2197,2022-11-11,CUST-431,Amanda Hicks,Consumer,north,Lake Samantha,Electronics,Laptops,Laptops Model-16,Express,4,0.2,1868.79,228.02
ORD-2198,2022-02-04,CUST-317,Michelle Cooley,Home Office,South,Tammyburgh,Office Supplies,Envelopes,Envelopes Model-44,Standard,10,0.2,2613.72,1156.86
ORD-2199,2022-05-28,CUST-579,Yvonne Lee,Consumer,West,Reyesville,Clothing,Accessories,Accessories Model-29,Economy,10,0.3,,1655.79
ORD-2200,2022-10-22,CUST-369,Wendy Garcia DDS,Consumer,South,Jeanport,Furniture,Shelves,Shelves Model-46,Standard,5,0.1,1053.66,1904.99
ORD-2201,2023-10-02,CUST-104,Lawrence Duran,Consumer,Central,North Kathleen,Electronics,Tablets,Tablets Model-16,Economy,9,0.3,472.09,567.46
ORD-2202,2023-04-28,CUST-440,Crystal Lee,Corporate,South,Amandaside,Electronics,Laptops,Laptops Model-12,Same Day,16,0.3,2026.09,1324.18
ORD-2203,2022-05-19,CUST-582,William Mendez,Consumer,East,New Brendafort,Office Supplies,Envelopes,Envelopes Model-10,Standard,17,0.3,1900.76,1684.3
ORD-2204,2022-02-24,CUST-325,Christina Smith,Consumer,West,Kimberg,Electronics,Accessories,Accessories Model-12,Standard,15,0.1,2751.38,117.8
ORD-2205,2022-11-30,CUST-589,Kristina Oneal,Home Office,Central,West Erinview,Furniture,Chairs,Chairs Model-14,Economy,6,0.0,917.13,56.94
ORD-2206,2022-08-30,CUST-559,Laura Harmon,Consumer,East,West Robertport,Electronics,Tablets,Tablets Model-42,Same Day,8,0.5,2770.15,30.91
ORD-2207,2023-03-04,CUST-337,Tina Pena,Home Office,West,Chaneychester,Office Supplies,Binders,Binders Model-15,Express,13,0.2,,1367.01
ORD-2208,2023-09-18,CUST-557,Stacey Shelton,Corporate,Central,Jacobtown,Office Supplies,Envelopes,Envelopes Model-38,Economy,1,0.1,3580.3,-32.1
ORD-2209,2023-11-14,CUST-369,Calvin Farmer,Corporate,North,Margaretville,Office Supplies,Pens,Pens Model-14,Economy,11,0.1,4506.35,777.58
ORD-2210,2022-06-02,CUST-597,Mrs. Julie Humphrey,Consumer,South,Lake Peggystad,Furniture,Tables,Tables Model-24,Economy,2,0.5,150.11,1253.01
ORD-2211,2023-06-16,CUST-324,Dylan Miller,Corporate,South,Frankmouth,Clothing,Accessories,Accessories Model-45,Same Day,17,0.2,2522.27,1686.33
ORD-2212,2022-07-26,CUST-220,John Cook,Corporate,North,Brianfort,Electronics,Phones,Phones Model-37,Same Day,4,0.3,96.51,1949.38
ORD-2213,2022-01-24,CUST-185,Kyle Phillips,Home Office,Central,Bruceburgh,Furniture,Chairs,Chairs Model-48,Same Day,1,0.0,3896.93,1178.7
ORD-2214,2023-09-19,CUST-395,Steven Taylor MD,Corporate,West,West Richard,Furniture,Chairs,Chairs Model-6,Express,19,0.3,4118.01,1796.81
ORD-2215,2022-06-05,CUST-543,Jason Leonard,Home Office,West,Kimberlymouth,Electronics,Laptops,Laptops Model-27,Economy,5,0.0,586.64,62.03
ORD-2216,2023-01-27,CUST-192,Justin Hobbs II,Consumer,North,New Ann,Electronics,Phones,Phones Model-40,Standard,15,0.1,2019.45,-2.14
ORD-2217,2022-07-22,CUST-209,Robert Moore,Consumer,East,North James,Clothing,Pants,Pants Model-37,Express,14,0.3,4628.16,1417.58
ORD-2218,2023-06-18,CUST-244,Amy Miranda,Consumer,North,Lake Christinebury,Clothing,Shoes,Shoes Model-6,Same Day,1,0.5,527.11,1458.03
ORD-2219,2023-08-14,CUST-176,Anthony Strong,Home Office,East,Allenville,Office Supplies,Paper,Paper Model-25,Express,1,0.5,3327.97,1958.56
ORD-2220,2022-03-09,CUST-100,Peter Gonzalez,Consumer,Central,Edwardhaven,Office Supplies,Envelopes,Envelopes Model-39,Same Day,5,0.5,,1392.76
ORD-2221,2022-05-26,CUST-283,Christopher Benson,Home Office,East,Tiffanytown,Clothing,Shirts,Shirts Model-35,Same Day,13,0.2,1384.56,674.88
ORD-2222,2022-06-09,CUST-576,Emily Taylor,Consumer,West,South Stevemouth,Office Supplies,Paper,Paper Model-8,Same Day,20,0.1,137.97,1977.23
ORD-2223,2023-03-30,CUST-320,Maria Dunn,Corporate,Central,Kennethfurt,Furniture,Chairs,Chairs Model-2,Economy,8,0.1,3597.02,1917.19
ORD-2224,2022-11-24,CUST-523,Heather Calderon,Home Office,North,North Matthew,Electronics,Tablets,Tablets Model-15,Same Day,2,0.1,,1687.33
ORD-2225,2023-08-01,CUST-288,Elizabeth Padilla,Corporate,East,Barkerport,Clothing,Accessories,Accessories Model-40,Standard,12,0.3,4571.89,1171.63
ORD-2226,2022-06-26,CUST-530,Andrew Richardson,Consumer,South,Jasonmouth,Office Supplies,Envelopes,Envelopes Model-17,Economy,14,0.0,4729.39,277.95
ORD-2227,2022-08-01,CUST-505,Elizabeth Patterson,Corporate,Central,Port Tiffany,Electronics,Phones,Phones Model-15,Standard,15,0.3,142.96,1796.38
ORD-2228,2023-07-12,CUST-472,,Home Office,East,Port Amandaview,Clothing,Shirts,Shirts Model-29,Standard,5,0.5,75.51,-75.91
ORD-2229,2022-03-28,CUST-331,Steven Larson,Consumer,South,Lake Brittany,Electronics,Accessories,Accessories Model-4,Economy,8,0.2,985.47,-202.36
ORD-2230,2023-05-19,CUST-189,Jessica Gardner,Consumer,South,Mortonberg,Office Supplies,Binders,Binders Model-2,Standard,19,0.3,1508.18,1542.36
ORD-2231,2023-03-13,CUST-354,James Simpson,Consumer,South,Port Caitlin,Office Supplies,Envelopes,Envelopes Model-8,Standard,11,0.1,3520.0,1071.17
ORD-2232,2023-03-27,CUST-555,James Garcia,Corporate,West,New Tracy,Clothing,Pants,Pants Model-10,Standard,12,0.5,4610.63,1628.16
ORD-2233,2022-02-02,CUST-312,Brittney Johnson,Corporate,North,East Emmaside,Clothing,Shirts,Shirts Model-20,Same Day,19,0.0,297.33,311.81
ORD-2234,2022-05-08,CUST-483,Veronica Collins,Home Office,East,Amymouth,Clothing,Accessories,Accessories Model-38,Express,18,0.5,4570.51,-214.09
ORD-2235,2022-11-19,CUST-133,Amy Brown,Corporate,South,Murrayberg,Office Supplies,Paper,Paper Model-3,Same Day,20,0.5,1253.96,1994.22
ORD-2236,2023-09-13,CUST-214,Mrs. Alexandria Blake,Home Office,North,East Debbie,Clothing,Accessories,Accessories Model-13,Economy,19,0.3,2650.65,833.5
ORD-2237,2023-02-25,CUST-176,Megan Davis,Consumer,West,New Doris,Office Supplies,Paper,Paper Model-19,Standard,16,0.3,4541.3,1897.54
ORD-2238,2022-07-07,CUST-363,Michael Bradley,Home Office,Central,Chavezport,Office Supplies,Envelopes,Envelopes Model-39,Same Day,19,0.5,1062.57,1284.43
ORD-2239,2023-12-30,CUST-552,Carol Barnes,Corporate,South,Caldwellburgh,Electronics,Phones,Phones Model-2,Express,15,0.0,4114.5,307.46
ORD-2240,2022-04-02,CUST-438,Russell Lee,Home Office,North,Hillton,Furniture,Chairs,Chairs Model-41,Same Day,4,0.5,2059.6,1634.36
ORD-2241,2022-04-25,CUST-111,Julie Shaw,Home Office,Central,West Cindy,Clothing,Pants,Pants Model-33,Same Day,17,0.0,426.67,722.25
ORD-2242,2022-11-08,CUST-161,Michael Sullivan,Corporate,East,East Donaldburgh,Clothing,Shoes,Shoes Model-34,Express,19,0.3,2680.17,69.65
ORD-2243,2022-01-27,CUST-342,Melissa Koch,Corporate,West,South Justin,Furniture,Chairs,Chairs Model-43,Standard,6,0.1,1304.91,-192.31
ORD-2244,2022-06-11,CUST-518,Michele Hardy,Home Office,East,Timothyview,Electronics,Phones,Phones Model-11,Economy,18,0.5,2559.38,849.27
ORD-2245,2022-10-01,CUST-465,Angel Leblanc,Consumer,East,Rickytown,Clothing,Shirts,Shirts Model-6,Economy,4,0.2,225.24,515.67
ORD-2246,2023-05-15,CUST-453,William Gibson,Home Office,Central,Christensentown,Furniture,Tables,Tables Model-15,Same Day,13,0.2,1427.75,1755.65
ORD-2247,2022-10-27,CUST-574,Joseph Bradford,Corporate,East,New Josephshire,Clothing,Pants,Pants Model-40,Economy,13,0.5,3203.59,1734.97
ORD-2248,2023-04-09,CUST-327,Ashley Robinson,Consumer,South,North Timothyberg,Electronics,Tablets,Tablets Model-36,Same Day,4,0.3,2563.39,48.89
ORD-2249,2022-10-09,CUST-357,Beverly Palmer,Home Office,South,Pierceville,Furniture,Desks,Desks Model-18,Economy,18,0.5,2717.67,-12.37
ORD-2250,2023-05-07,CUST-369,John Mccarthy,Corporate,Central,Tammyhaven,Office Supplies,Envelopes,Envelopes Model-37,Standard,14,0.0,765.18,1971.3
ORD-2251,2023-08-24,CUST-227,James Mcconnell,Corporate,Central,East Georgefort,Furniture,Chairs,Chairs Model-41,Express,7,0.3,4481.34,1986.71
ORD-2252,2022-07-11,CUST-230,Scott Smith,Corporate,Central,Moranshire,Electronics,Tablets,Tablets Model-33,Standard,13,0.2,4905.25,-199.28
ORD-2253,2022-11-06,CUST-415,Jennifer Simmons,Consumer,West,Joneschester,Office Supplies,Binders,Binders Model-21,Standard,7,0.2,2483.0,303.02
ORD-2254,2023-05-11,CUST-133,Dana Stewart,Home Office,South,Sabrinashire,Electronics,Accessories,Accessories Model-45,Same Day,20,0.5,4483.91,1842.12
ORD-2255,2023-04-18,CUST-239,Joshua Higgins,Consumer,West,East Keithberg,Electronics,Accessories,Accessories Model-18,Economy,17,0.0,4168.31,34.56
ORD-2256,2022-09-29,CUST-375,Leslie Salas,Home Office,South,Port Edwardtown,Clothing,Accessories,Accessories Model-45,Economy,20,0.5,2734.12,1117.88
ORD-2257,2022-12-02,CUST-260,Randy Lopez,Home Office,North,Joshuachester,Office Supplies,Paper,Paper Model-8,Standard,20,0.1,1708.02,300.8
ORD-2258,2022-09-10,CUST-455,Lindsey Fisher,Consumer,East,Thorntontown,Clothing,Shoes,Shoes Model-8,Standard,16,0.0,3487.98,577.43
ORD-2259,2023-03-08,CUST-463,Pamela Clark,Home Office,south,Lake Brittney,Clothing,Pants,Pants Model-7,Same Day,11,0.2,1578.8,644.82
ORD-2260,2022-05-20,CUST-228,George Wolfe,Consumer,North,Josephside,Electronics,Tablets,Tablets Model-19,Economy,13,0.2,1500.58,1933.93
ORD-2261,2023-05-25,CUST-323,Allison Berg,Corporate,South,East Gregory,Clothing,Accessories,Accessories Model-1,Same Day,11,0.3,2058.2,451.81
ORD-2262,2022-11-12,CUST-198,John Carlson,Home Office,Central,Denisetown,Electronics,Accessories,Accessories Model-2,Economy,5,0.1,3842.35,1918.94
ORD-2263,2023-10-11,CUST-458,Matthew Jenkins,Corporate,North,West Christopherburgh,Clothing,Pants,Pants Model-7,Economy,11,0.5,929.78,663.09
ORD-2264,2022-07-11,CUST-192,Richard Morrison,Corporate,West,Angelabury,Clothing,Pants,Pants Model-31,Economy,10,0.3,600.89,49.96
ORD-2265,2022-03-22,CUST-151,Elizabeth Smith,Consumer,east,South Danielton,Electronics,Phones,Phones Model-33,Same Day,18,0.5,892.62,1331.02
ORD-2266,2023-05-01,CUST-346,Diana Church,Home Office,West,Alexandratown,Electronics,Phones,Phones Model-36,Express,7,0.0,2948.16,1958.55
ORD-2267,2022-10-07,CUST-309,Sarah Warren,Corporate,South,South Richard,Clothing,Shirts,Shirts Model-41,Economy,3,0.1,2236.12,1986.7
ORD-2268,2023-05-06,CUST-456,Cassandra Wilson,Home Office,West,Lake Ashley,Office Supplies,Pens,Pens Model-49,Standard,15,0.5,1717.33,689.19
ORD-2269,2022-11-14,CUST-455,,Consumer,Central,Brownchester,Office Supplies,Pens,Pens Model-21,Same Day,12,0.2,648.3,1245.02
ORD-2270,2022-10-20,CUST-174,Michelle Brown,Consumer,North,South Amyview,Office Supplies,Binders,Binders Model-8,Express,7,0.1,3264.51,478.64
ORD-2271,2023-04-07,CUST-491,David White,Consumer,South,Brittanyfort,Clothing,Shirts,Shirts Model-43,Same Day,6,0.3,2197.56,1479.17
ORD-2272,2022-03-16,CUST-106,Courtney Montoya,Home Office,Central,West Brentberg,Clothing,Pants,Pants Model-4,Standard,20,0.3,4489.72,513.35
ORD-2273,2023-01-31,CUST-217,Susan Leonard,Corporate,Central,New Michaelhaven,Furniture,Chairs,Chairs Model-33,Express,9,0.5,3048.32,1523.5
ORD-2274,2022-02-06,CUST-503,Tiffany Nguyen,Home Office,North,Ingramchester,Office Supplies,Paper,Paper Model-33,Standard,13,0.3,4290.61,1685.41
ORD-2275,2022-06-26,CUST-443,Kevin Durham,Corporate,East,North Tonyview,Clothing,Shoes,Shoes Model-17,Economy,2,0.5,1401.48,285.1
ORD-2276,2023-09-10,CUST-501,Jenny Donovan,Home Office,North,Nicholaston,Electronics,Accessories,Accessories Model-1,Same Day,8,0.5,3101.51,735.77
ORD-2277,2023-09-30,CUST-400,Emily Wright,Home Office,Central,South Joshualand,Office Supplies,Envelopes,Envelopes Model-50,Express,20,0.0,2843.81,678.85
ORD-2278,2022-04-18,CUST-170,Veronica Hood,Corporate,West,East Troy,Furniture,Desks,Desks Model-15,Standard,3,0.5,1378.46,733.65
ORD-2279,2022-05-16,CUST-432,Justin Moreno,Consumer,Central,Margaretchester,Furniture,Shelves,Shelves Model-29,Express,17,0.1,4523.75,1612.78
ORD-2280,2022-01-31,CUST-583,Kathryn Taylor,Home Office,South,South Lindachester,Electronics,Accessories,Accessories Model-12,Standard,19,0.5,1965.57,1578.9
ORD-2281,2022-07-09,CUST-108,Douglas Smith,Consumer,Central,South Robertmouth,Electronics,Phones,Phones Model-25,Economy,14,0.3,1157.8,1744.62
ORD-2282,2022-05-05,CUST-251,Robert Walker,Consumer,East,West Angel,Clothing,Accessories,Accessories Model-25,Standard,10,0.0,65.91,-107.69
